time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-02T04:57:20.036Z,41.8885,-119.6264,7.7083,2.14,ml,5,218.78,0.141,0.1075,nn,nn00480506,2015-02-03T02:37:41.587Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-02T04:51:07.590Z,48.4863333,-123.6505,15.34,1.12,md,13,156,0.2108,0.07,uw,uw60952462,2015-02-03T17:36:14.070Z,"11km WNW of Langford, Canada",earthquake
2015-02-02T04:41:51.220Z,38.7845001,-122.7213364,2.44,0.46,md,7,88,0.00859,0.02,nc,nc72390451,2015-02-02T05:36:09.778Z,"3km ENE of The Geysers, California",earthquake
2015-02-02T04:41:06.990Z,40.3107,25.9634,25.12,4.3,mb,,42,2.669,1.25,us,usc000tkw3,2015-02-02T12:43:40.233Z,"13km NNE of Gokceada, Turkey",earthquake
2015-02-02T04:37:58.310Z,36.5625,-121.0555,10.75,0.46,md,9,129,0.02047,0.02,nc,nc72390446,2015-02-05T04:14:03.794Z,"28km ENE of Soledad, California",earthquake
2015-02-02T04:35:39.170Z,38.8261667,-122.7998333,2.73,0.38,md,29,58,0.008464,0.02,nc,nc72390441,2015-02-03T08:11:05.046Z,"6km W of Cobb, California",earthquake
2015-02-02T04:35:11.280Z,33.6126667,-116.8171667,10.06,0.52,ml,22,56,0.03086,0.3,ci,ci37311744,2015-02-02T17:50:41.598Z,"15km WNW of Anza, California",earthquake
2015-02-02T04:34:55.650Z,47.5806667,-122.7208333,14.53,0.39,md,6,262,0.05595,0.07,uw,uw60952457,2015-02-02T23:22:55.100Z,"2km SW of Erlands Point-Kitsap Lake, Washington",earthquake
2015-02-02T04:29:15.300Z,56.7027,-169.1711,21.98,4.6,mb,,38,0.757,0.94,us,usc000tkvz,2015-02-02T12:31:46.700Z,"83km SE of City of Saint Paul, Alaska",earthquake
2015-02-02T04:28:50.490Z,38.8261667,-122.7991667,2.71,1.06,md,46,26,0.008958,0.04,nc,nc72390431,2015-02-05T21:52:12.600Z,"6km W of Cobb, California",earthquake
2015-02-02T04:20:03.260Z,44.1418333,-122.9006667,10.48,1.18,ml,8,95,0.08285,0.12,uw,uw60952452,2015-02-02T23:25:00.420Z,"13km E of Coburg, Oregon",earthquake
2015-02-02T04:18:50.000Z,19.4228,-154.8755,1.6,1.4,Md,,270,0.05389892,0.14,hv,hv60844866,2015-02-04T20:01:33.756Z,"6km SE of Leilani Estates, Hawaii",earthquake
2015-02-02T04:08:38.520Z,38.8351669,-122.7998352,2.4,0.89,md,15,61,0.008089,0.02,nc,nc72390421,2015-02-02T04:10:11.200Z,"6km WNW of Cobb, California",earthquake
2015-02-02T04:00:20.530Z,41.8703,-119.6675,7.8438,0.92,ml,4,220.86,0.127,0.0668,nn,nn00480709,2015-02-03T04:54:35.284Z,"66km ESE of Lakeview, Oregon",earthquake
2015-02-02T03:52:00.000Z,18.9825,-65.0716,11,3.3,Md,13,270,0.70068592,0.2,pr,pr15033001,2015-02-02T11:54:30.194Z,"72km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-02-02T03:50:30.330Z,47.481,-122.9558333,17.61,0.08,md,6,242,0.1053,0.13,uw,uw60952442,2015-02-02T23:27:40.940Z,"10km WNW of Belfair, Washington",earthquake
2015-02-02T03:44:22.360Z,38.832,-122.7975,2.56,1.94,md,52,41,0.008497,0.04,nc,nc72390411,2015-02-05T02:33:06.361Z,"6km W of Cobb, California",earthquake
2015-02-02T03:38:49.450Z,37.4751667,-118.8516667,4.06,0.46,md,9,121,0.1161,0.09,nc,nc72390406,2015-02-02T20:04:03.215Z,"21km SSE of Mammoth Lakes, California",earthquake
2015-02-02T03:38:42.419Z,41.8997,-119.6304,7.788,2.36,ml,5,216.82,0.133,0.1186,nn,nn00480483,2015-02-03T02:36:19.060Z,"67km ESE of Lakeview, Oregon",earthquake
2015-02-02T03:37:54.000Z,63.5616,-147.6718,0.1,2,ml,,,,0.76,ak,ak11500170,2015-02-02T03:49:51.439Z,"66km ENE of Cantwell, Alaska",earthquake
2015-02-02T03:33:02.470Z,38.7523346,-122.7089996,2.88,0.43,md,5,198,0.0133,0.02,nc,nc72390396,2015-02-02T03:34:35.860Z,"4km SE of The Geysers, California",earthquake
2015-02-02T03:31:23.000Z,61.6199,-151.2596,9.9,1.7,ml,,,,0.79,ak,ak11500168,2015-02-02T03:43:49.860Z,"66km WSW of Willow, Alaska",earthquake
2015-02-02T03:30:03.850Z,38.7481667,-122.7163333,2.35,0.98,md,40,61,0.008316,0.11,nc,nc72390391,2015-02-06T02:22:14.840Z,"4km SE of The Geysers, California",earthquake
2015-02-02T03:26:46.430Z,38.8356667,-122.7723333,3.11,1.21,md,47,60,0.005522,0.05,nc,nc72390376,2015-02-06T05:26:05.013Z,"4km WNW of Cobb, California",earthquake
2015-02-02T03:25:55.040Z,38.8283333,-122.7983333,2.28,0.23,md,15,56,0.01041,0.02,nc,nc72390381,2015-02-05T21:40:05.773Z,"6km W of Cobb, California",earthquake
2015-02-02T03:24:18.910Z,32.9751667,-116.4243333,9.2,1.25,ml,41,37,0.08295,0.26,ci,ci37311736,2015-02-02T17:51:01.760Z,"20km NNE of Pine Valley, California",earthquake
2015-02-02T03:23:38.550Z,38.8271675,-122.7994995,2.77,1.19,md,28,29,0.009078,0.03,nc,nc72390361,2015-02-02T06:13:01.943Z,"6km W of Cobb, California",earthquake
2015-02-02T03:23:25.650Z,46.847,-121.727,4.98,0.05,md,7,122,0.01208,0.26,uw,uw60952432,2015-02-02T23:30:18.440Z,"27km N of Packwood, Washington",earthquake
2015-02-02T03:22:15.400Z,33.9286667,-116.8073333,17.71,1.61,ml,66,24,0.02439,0.28,ci,ci37311728,2015-02-02T17:52:07.510Z,"2km NW of Cabazon, California",earthquake
2015-02-02T03:22:01.830Z,38.8380013,-122.8044968,1.45,0.79,md,12,118,0.01106,0.01,nc,nc72390356,2015-02-02T03:23:36.770Z,"7km WNW of Cobb, California",earthquake
2015-02-02T03:21:53.860Z,38.8283348,-122.8006668,2.68,0.85,md,17,86,0.00885,0.02,nc,nc72390371,2015-02-02T03:24:35.780Z,"6km W of Cobb, California",earthquake
2015-02-02T03:21:34.140Z,38.8391685,-122.8030014,0.41,0.56,md,6,125,0.009914,0.01,nc,nc72390351,2015-02-02T03:23:11.740Z,"7km WNW of Cobb, California",earthquake
2015-02-02T03:21:15.800Z,38.8371658,-122.8046646,0.96,0.43,md,10,95,0.01439,0.01,nc,nc72390346,2015-02-02T03:22:51.750Z,"7km WNW of Cobb, California",earthquake
2015-02-02T03:21:07.000Z,62.1495,-147.5363,20.2,1.9,ml,,,,0.7,ak,ak11500165,2015-02-02T03:31:41.854Z,"79km ENE of Sutton-Alpine, Alaska",earthquake
2015-02-02T03:21:05.090Z,38.8313332,-122.7979965,2.44,0.43,md,8,106,0.009254,0.01,nc,nc72390341,2015-02-02T04:25:02.486Z,"6km W of Cobb, California",earthquake
2015-02-02T03:20:12.520Z,38.8383331,-122.8050003,1.29,0.35,md,7,119,0.01145,0.02,nc,nc72390336,2015-02-02T05:25:02.415Z,"7km WNW of Cobb, California",earthquake
2015-02-02T03:19:58.910Z,38.8281667,-122.7996667,2.17,1.67,md,25,31,0.009423,0.03,nc,nc72390331,2015-02-04T04:46:07.223Z,"6km W of Cobb, California",earthquake
2015-02-02T03:19:44.500Z,38.8251648,-122.7961655,3.52,1.07,md,24,51,0.01101,0.02,nc,nc72390326,2015-02-02T04:29:05.734Z,"6km W of Cobb, California",earthquake
2015-02-02T03:19:21.950Z,38.8291667,-122.7993333,2.84,2.78,md,77,34,0.01018,0.04,nc,nc72390316,2015-02-04T00:14:03.865Z,"6km W of Cobb, California",earthquake
2015-02-02T03:19:04.530Z,38.7775002,-122.7573318,2.08,0.48,md,7,69,0.009439,0.02,nc,nc72390321,2015-02-02T04:00:06.197Z,"0km WNW of The Geysers, California",earthquake
2015-02-02T03:05:21.100Z,33.1768333,-115.5786667,14.93,1.58,ml,9,152,0.03101,0.36,ci,ci37234333,2015-02-03T19:52:09.550Z,"8km NW of Calipatria, California",earthquake
2015-02-02T03:01:13.140Z,40.309,-124.5693333,18.42,2.98,md,43,231,0.2183,0.14,nc,nc72390306,2015-02-04T05:01:04.705Z,"39km SW of Ferndale, California",earthquake
2015-02-02T02:53:12.040Z,37.1273333,-121.5353333,5.22,0.9,md,25,140,0.01909,0.06,nc,nc72390301,2015-02-05T03:49:29.320Z,"8km NE of San Martin, California",earthquake
2015-02-02T02:42:17.790Z,37.4665,-118.84,7.11,0.64,md,19,123,0.1236,0.04,nc,nc72390296,2015-02-02T19:42:02.568Z,"23km SSE of Mammoth Lakes, California",earthquake
2015-02-02T02:41:56.090Z,-31.4113,-177.9019,10,4.8,mb,,131,2.159,0.74,us,usc000tkvd,2015-02-02T10:44:30.139Z,"94km E of L'Esperance Rock, New Zealand",earthquake
2015-02-02T02:31:24.510Z,39.3935,-119.816,4.893,0.42,ml,10,81.23,0.04,0.121,nn,nn00480485,2015-02-03T02:36:34.714Z,"15km S of Reno, Nevada",earthquake
2015-02-02T02:29:22.010Z,2.3985,125.9851,48.34,4.7,mb,,102,2.125,1.24,us,usc000tkvb,2015-02-02T10:31:49.371Z,"138km NE of Bitung, Indonesia",earthquake
2015-02-02T02:27:56.710Z,38.8219986,-122.7645035,2.46,0.87,md,13,84,0.009457,0.03,nc,nc72390291,2015-02-02T03:15:07.253Z,"3km W of Cobb, California",earthquake
2015-02-02T02:13:30.284Z,37.4485,-115.1115,2.7843,2.29,ml,8,111.26,0.064,0.2246,nn,nn00480473,2015-02-03T02:36:10.403Z,"10km NNE of Alamo, Nevada",earthquake
2015-02-02T02:12:23.860Z,36.5541667,-121.1478333,7.32,1.44,md,36,50,0.03981,0.07,nc,nc72390286,2015-02-03T08:11:03.808Z,"21km NE of Soledad, California",earthquake
2015-02-02T02:03:00.000Z,61.4876,-149.9008,30.4,1.8,ml,,,,0.57,ak,ak11500140,2015-02-02T02:15:22.058Z,"4km SE of Big Lake, Alaska",earthquake
2015-02-02T01:56:05.425Z,36.9834,-118.0993,6.6468,0.88,ml,8,194.15,0.126,0.0668,nn,nn00480472,2015-02-03T17:18:11.829Z,"26km SE of Big Pine, California",earthquake
2015-02-02T01:49:37.000Z,61.7204,-151.3717,95.2,1.9,ml,,,,0.57,ak,ak11500138,2015-02-02T02:03:25.316Z,"70km W of Willow, Alaska",earthquake
2015-02-02T01:41:59.130Z,56.5981,-169.2892,24.22,4.4,mb,,61,0.783,1.37,us,usc000tkux,2015-02-02T09:44:35.216Z,"85km SE of City of Saint Paul, Alaska",earthquake
2015-02-02T01:39:13.100Z,19.0037,-66.0255,26,2.8,Md,6,298.8,0.70877076,0.27,pr,pr15033000,2015-02-02T09:41:46.879Z,"60km N of San Juan, Puerto Rico",earthquake
2015-02-02T01:38:46.380Z,37.7223333,-122.5606667,11.65,1.17,md,22,106,0.1089,0.05,nc,nc72390276,2015-02-03T10:47:04.483Z,"7km WNW of Broadmoor, California",earthquake
2015-02-02T01:33:38.020Z,41.4783333,-111.7588333,8.21,0.83,md,13,114,0.171,0.13,uu,uu60100727,2015-02-02T22:30:19.400Z,"17km NNE of Wolf Creek, Utah",earthquake
2015-02-02T01:27:36.490Z,36.024,-117.8091667,1.18,0.02,ml,10,102,0.03561,0.12,ci,ci37311712,2015-02-03T18:56:41.159Z,"13km E of Coso Junction, California",earthquake
2015-02-02T00:56:22.871Z,38.4206,-119.2845,15.5571,0.92,ml,7,163.5,0.147,0.1325,nn,nn00480856,2015-02-04T19:55:06.328Z,"18km NNW of Bridgeport, California",earthquake
2015-02-02T00:52:54.800Z,38.7576675,-122.7286682,2.91,0.89,md,17,96,0.01335,0.02,nc,nc72390266,2015-02-02T01:54:02.005Z,"3km SE of The Geysers, California",earthquake
2015-02-02T00:44:19.830Z,33.709,-116.7575,17.99,0.62,ml,13,172,0.03619,0.13,ci,ci37311704,2015-02-03T18:53:26.215Z,"5km SW of Idyllwild, California",earthquake
2015-02-02T00:40:07.546Z,39.4423,-120.2819,10.2182,-0.1,ml,5,87.71,0.012,0.0577,nn,nn00480852,2015-02-04T00:42:23.685Z,"15km NNW of Truckee, California",earthquake
2015-02-02T00:39:27.450Z,35.3027,-101.7057,4.68,3.1,mb_lg,,34,0.418,0.93,us,usc000tkus,2015-02-02T21:51:54.753Z,"14km NE of Amarillo, Texas",earthquake
2015-02-02T00:31:59.880Z,33.3973333,-116.3733333,7.64,0.55,ml,15,146,0.1339,0.28,ci,ci37311688,2015-02-02T17:50:43.860Z,"16km N of Borrego Springs, California",earthquake
2015-02-02T00:31:03.350Z,35.5945,-117.4996667,12.68,0.33,ml,7,208,0.007668,0.06,ci,ci37311696,2015-02-03T18:50:01.098Z,"16km E of Ridgecrest, California",earthquake
2015-02-02T00:23:59.990Z,33.2473333,-116.258,11.82,1.19,ml,39,64,0.0546,0.26,ci,ci37311680,2015-02-02T17:50:29.369Z,"11km E of Borrego Springs, California",earthquake
2015-02-02T00:20:40.000Z,48.1684,176.8589,42.3,4.3,mb,,,,2.12,us,usc000tkuu,2015-02-02T08:23:13.113Z,South of the Aleutian Islands,earthquake
2015-02-02T00:14:03.000Z,64.9607,-147.3385,0,1.3,ml,,,,0.64,ak,ak11500106,2015-02-02T00:23:18.207Z,"20km NNE of Badger, Alaska",earthquake
2015-02-02T00:13:21.360Z,38.8106651,-122.8310013,3.13,0.68,md,11,100,0.002291,0.03,nc,nc72390261,2015-02-02T01:08:02.887Z,"7km WNW of The Geysers, California",earthquake
2015-02-02T00:11:19.000Z,61.1218,-147.0797,1.2,1.9,ml,,,,1.22,ak,ak11500102,2015-02-02T00:23:17.625Z,"39km W of Valdez, Alaska",earthquake
2015-02-01T23:57:11.760Z,33.5976667,-116.5608333,12.95,0.6,ml,16,118,0.02936,0.11,ci,ci37311672,2015-02-03T18:48:17.810Z,"12km ENE of Anza, California",earthquake
2015-02-01T23:51:25.510Z,3.9227,126.0565,133.18,4.5,mb,,107,3.392,0.95,us,usc000tkui,2015-02-02T07:53:59.016Z,"176km SSE of Sarangani, Philippines",earthquake
2015-02-01T23:51:03.000Z,63.2513,-151.2338,5.7,1.5,ml,,,,0.6,ak,ak11500087,2015-02-02T00:00:28.342Z,"115km W of Cantwell, Alaska",earthquake
2015-02-01T23:51:02.000Z,60.2212,-152.4586,141,1.7,ml,,,,1.06,ak,ak11500091,2015-02-02T00:00:28.903Z,"33km SSE of Redoubt Volcano, Alaska",earthquake
2015-02-01T23:47:40.560Z,38.8441658,-122.8228302,2.59,0.18,md,7,98,0.01049,0.01,nc,nc72390251,2015-02-02T00:29:02.244Z,"9km WNW of Cobb, California",earthquake
2015-02-01T23:36:10.000Z,61.6756,-146.9554,36.7,1,ml,,,,0.41,ak,ak11499999,2015-02-02T01:03:02.538Z,"68km NNW of Valdez, Alaska",earthquake
2015-02-01T23:32:59.690Z,-3.9307,-76.6642,110.25,5.2,mb,,102,4.508,1.08,us,usc000tktr,2015-02-02T07:35:33.809Z,"99km N of Barranca, Peru",earthquake
2015-02-01T23:19:35.250Z,-9.1542,108.4044,32.3,4.6,mb,,67,1.691,0.8,us,usc000tktm,2015-02-02T07:22:12.973Z,"148km S of Cireuma, Indonesia",earthquake
2015-02-01T23:18:17.180Z,38.3318333,-113.1041667,9.68,1.89,ml,14,95,0.241,0.12,uu,uu60100717,2015-02-07T23:20:00.096Z,"10km SW of Milford, Utah",earthquake
2015-02-01T23:16:49.680Z,51.7176,178.3738,112.37,4.4,mb,,164,0.671,1.03,us,usc000tkth,2015-02-02T07:19:23.916Z,"27km SSW of Little Sitkin Island, Alaska",earthquake
2015-02-01T23:11:31.000Z,61.6006,-149.8918,39.8,1.6,ml,,,,0.46,ak,ak11499995,2015-02-01T23:25:01.922Z,"5km SW of Houston, Alaska",earthquake
2015-02-01T23:10:25.180Z,56.658,-169.1417,23.2,4.1,mb,,74,0.798,1.15,us,usc000tktc,2015-02-02T07:12:59.504Z,"87km SE of City of Saint Paul, Alaska",earthquake
2015-02-01T22:55:02.680Z,36.9678333,-121.6066667,3.82,1.26,md,42,32,0.02158,0.13,nc,nc72390241,2015-02-03T09:11:04.507Z,"5km SW of Gilroy, California",earthquake
2015-02-01T22:53:17.700Z,45.4709,-112.6288,6.8,1.2,mc,11,165.5999868,0.1104928,0.13,mb,mb15816423,2015-02-02T22:24:48.678Z,"28km N of Dillon, Montana",earthquake
2015-02-01T22:47:49.000Z,60.6662,-152.3303,114.2,2,ml,,,,0.43,ak,ak11499974,2015-02-01T23:02:48.513Z,"30km NE of Redoubt Volcano, Alaska",earthquake
2015-02-01T22:45:49.000Z,63.5745,-150.6385,4.1,1.7,ml,,,,0.63,ak,ak11499970,2015-02-01T23:02:47.932Z,"86km WNW of Cantwell, Alaska",earthquake
2015-02-01T22:32:46.520Z,34.0086667,-116.703,12.94,0.71,ml,22,50,0.05456,0.28,ci,ci37311664,2015-02-02T17:51:11.968Z,"12km WSW of Morongo Valley, California",earthquake
2015-02-01T22:25:52.000Z,63.2474,-151.2176,0,1.3,ml,,,,0.48,ak,ak11499885,2015-02-01T22:40:24.764Z,"114km W of Cantwell, Alaska",earthquake
2015-02-01T22:22:04.110Z,33.1345,-115.6375,10.56,1.15,ml,21,89,0.04661,0.38,ci,ci37311656,2015-02-03T18:45:56.453Z,"11km N of Westmorland, California",earthquake
2015-02-01T22:08:38.860Z,34.0585,-117.0265,18.91,0.97,ml,21,69,0.08295,0.25,ci,ci37311648,2015-02-02T17:51:09.526Z,"3km NNE of Yucaipa, California",earthquake
2015-02-01T21:58:38.281Z,39.3457,-120.0144,4.4873,0.24,ml,6,188.97,0.056,0.0812,nn,nn00480447,2015-02-01T23:21:24.659Z,"11km NNW of Incline Village, Nevada",earthquake
2015-02-01T21:55:38.320Z,33.959,-117.1968333,13.8,0.67,ml,17,87,0.02311,0.15,ci,ci37311640,2015-02-03T18:13:50.006Z,"5km NE of Moreno Valley, California",earthquake
2015-02-01T21:52:13.255Z,41.8691,-119.6455,5.5635,1.96,ml,5,221.53,0.14,0.0908,nn,nn00480444,2015-02-02T21:30:36.930Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-01T21:51:15.000Z,61.5025,-149.902,35.3,1.4,ml,,,,0.2,ak,ak11499882,2015-02-01T21:55:31.043Z,"3km SE of Big Lake, Alaska",earthquake
2015-02-01T21:39:21.390Z,36.561,-121.071,10.72,0.84,md,12,100,0.03074,0.07,nc,nc72390226,2015-02-05T04:03:06.106Z,"27km ENE of Soledad, California",earthquake
2015-02-01T21:35:43.460Z,16.0627,-98.9732,35,4.5,mb,,214,1.541,0.99,us,usc000tksp,2015-02-02T05:38:21.533Z,"55km SSW of Tecoanapa, Mexico",earthquake
2015-02-01T21:32:59.563Z,41.8678,-119.6361,7.5966,1.69,ml,5,221.93,0.146,0.155,nn,nn00480449,2015-02-01T22:05:17.515Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-01T21:15:27.000Z,61.577,-151.8102,107.8,3.3,ml,,,,0.88,ak,ak11499850,2015-02-02T05:18:06.559Z,"95km W of Willow, Alaska",earthquake
2015-02-01T21:10:48.490Z,38.8383333,-122.8775,2.27,0.37,md,20,55,0.00465,0.02,nc,nc72390216,2015-02-03T07:47:02.995Z,"12km ENE of Cloverdale, California",earthquake
2015-02-01T21:10:13.280Z,40.3378333,-124.4925,20.63,2.03,md,17,257,0.1599,0.16,nc,nc72390211,2015-02-03T11:43:03.691Z,"32km SW of Ferndale, California",earthquake
2015-02-01T21:09:56.760Z,38.8098333,-122.7953333,3.58,0.36,md,30,64,0.001863,0.03,nc,nc72390221,2015-02-05T03:53:05.448Z,"4km NW of The Geysers, California",earthquake
2015-02-01T20:59:05.760Z,37.6353333,-119.4288333,21.87,1.78,md,21,145,0.2772,0.12,nc,nc72390201,2015-02-06T23:13:03.256Z,"17km SE of Yosemite Valley, California",earthquake
2015-02-01T20:57:17.000Z,62.0466,-151.8478,82.9,1.9,ml,,,,0.76,ak,ak11499778,2015-02-01T21:11:48.564Z,"95km WSW of Talkeetna, Alaska",earthquake
2015-02-01T20:54:52.000Z,62.6943,-151.1744,94.2,1.6,ml,,,,0.2,ak,ak11499777,2015-02-01T21:00:54.661Z,"68km NW of Talkeetna, Alaska",earthquake
2015-02-01T20:53:44.000Z,44.3423,-114.0553,11.6,2.4,mc,19,64.79999482,0.2730878,0.21,mb,mb15158734,2015-02-02T22:24:44.822Z,"22km SE of Challis, Idaho",earthquake
2015-02-01T20:53:17.960Z,44.7648333,-110.4638333,3.71,1.64,ml,6,203,0.058,0.14,uu,uu60100702,2015-02-02T22:12:45.410Z,"44km NE of Old Faithful Geyser, Wyoming",earthquake
2015-02-01T20:39:32.540Z,33.2405,-116.7708333,10.97,0.86,ml,26,54,0.01108,0.21,ci,ci37311624,2015-02-02T17:51:05.509Z,"1km W of Lake Henshaw, California",earthquake
2015-02-01T20:38:14.740Z,56.6686,-169.1841,21,4.5,mb,,75,0.774,0.95,us,usc000tksk,2015-02-02T04:40:44.491Z,"85km SE of City of Saint Paul, Alaska",earthquake
2015-02-01T20:35:21.000Z,61.2142,-140.6366,15.7,1.6,ml,,,,0.63,ak,ak11499772,2015-02-01T20:44:42.066Z,"161km NE of Cape Yakataga, Alaska",earthquake
2015-02-01T20:34:22.950Z,36.6776667,-89.6215,8.6,1.89,md,20,46,0.0306,0.14,nm,nm60089551,2015-02-02T16:28:14.300Z,"9km N of Lilbourn, Missouri",earthquake
2015-02-01T20:28:58.940Z,38.8121681,-122.8188324,3.13,0.31,md,8,127,0.01886,0.03,nc,nc72390191,2015-02-01T22:20:07.048Z,"6km NW of The Geysers, California",earthquake
2015-02-01T20:19:15.680Z,44.683,-110.2925,4.91,1.15,md,6,145,0.079,0.04,uu,uu60100697,2015-02-02T22:06:02.900Z,"49km ENE of Old Faithful Geyser, Wyoming",earthquake
2015-02-01T20:14:33.300Z,19.3863,-155.2782,2.4,2.6,Ml,,43.2,0,0.11,hv,hv60844641,2015-02-06T03:57:25.883Z,"6km SW of Volcano, Hawaii",earthquake
2015-02-01T20:07:47.230Z,56.5806,-169.0092,21.23,4.6,mb,,44,3.069,0.79,us,usc000tksb,2015-02-02T04:10:37.698Z,"99km SE of City of Saint Paul, Alaska",earthquake
2015-02-01T20:06:35.840Z,36.4656,3.0026,14.11,4.7,mb,,107,3.393,1.38,us,usc000tks8,2015-02-03T12:34:12.313Z,"7km S of Bouinan, Algeria",earthquake
2015-02-01T20:04:49.870Z,37.5575,-118.821,11.63,0.89,md,26,88,0.0331,0.02,nc,nc72390181,2015-02-02T18:47:03.177Z,"16km SE of Mammoth Lakes, California",earthquake
2015-02-01T20:02:20.600Z,-49.3291,-8.0907,10,5.3,mb,,112,22.548,1.01,us,usc000tksd,2015-02-02T04:04:57.977Z,Southern Mid-Atlantic Ridge,earthquake
2015-02-01T19:55:42.310Z,15.4252,147.5778,24.28,4.6,mb,,139,1.727,0.74,us,usc000tks5,2015-02-02T03:58:14.861Z,"197km E of Saipan, Northern Mariana Islands",earthquake
2015-02-01T19:25:28.000Z,64.7229,-149.1233,0.1,0.9,ml,,,,0.22,ak,ak11499679,2015-02-01T19:32:00.818Z,"16km N of North Nenana, Alaska",earthquake
2015-02-01T19:16:12.280Z,40.7046667,-123.5236667,25.06,1.68,md,21,50,0.1667,0.12,nc,nc72390171,2015-02-05T04:24:08.786Z,"27km SSE of Willow Creek, California",earthquake
2015-02-01T19:14:57.340Z,40.7015,-123.53,24.71,2.01,md,30,51,0.1639,0.11,nc,nc72390166,2015-02-05T07:10:03.254Z,"27km SSE of Willow Creek, California",earthquake
2015-02-01T19:00:23.170Z,36.0855,-120.0866667,8.71,1.58,md,32,257,0.0307,0.11,nc,nc72390161,2015-02-03T02:48:03.686Z,"9km NNE of Avenal, California",earthquake
2015-02-01T18:58:43.150Z,38.8378334,-122.8051682,2.58,0.43,md,9,117,0.01159,0.01,nc,nc72390156,2015-02-01T20:56:04.613Z,"7km WNW of Cobb, California",earthquake
2015-02-01T18:51:47.070Z,-49.4143,-8.3782,10,4.9,mb,,113,17.972,0.81,us,usc000tks4,2015-02-02T02:54:23.162Z,Southern Mid-Atlantic Ridge,earthquake
2015-02-01T18:45:33.450Z,38.8391685,-122.8033371,2.46,0.86,md,10,114,0.01018,0.03,nc,nc72390151,2015-02-01T20:27:07.471Z,"7km WNW of Cobb, California",earthquake
2015-02-01T18:42:38.400Z,1.3669,97.1622,35.42,4.6,mb,,163,0.417,1.01,us,usc000tks2,2015-02-02T02:45:07.177Z,"150km SE of Sinabang, Indonesia",earthquake
2015-02-01T18:38:57.910Z,46.3325,-122.2323333,10,0.51,md,12,143,0.03687,0.17,uw,uw60952327,2015-02-02T21:08:07.550Z,"25km S of Morton, Washington",earthquake
2015-02-01T18:28:08.520Z,38.812,-122.7968333,3.35,1.93,md,52,35,0.0042,0.04,nc,nc72390146,2015-02-04T21:47:02.820Z,"5km NW of The Geysers, California",earthquake
2015-02-01T18:06:04.800Z,36.9466,-97.6164,4.25,4,mb_lg,,94,0.129,0.33,us,usc000tkrs,2015-02-05T15:39:25.040Z,"9km S of Caldwell, Kansas",earthquake
2015-02-01T18:05:30.000Z,60.1433,-152.3023,35.8,1.8,ml,,,,1.11,ak,ak11499608,2015-02-01T18:12:49.260Z,"45km SSE of Redoubt Volcano, Alaska",earthquake
2015-02-01T17:53:31.710Z,33.4645,-116.5636667,15.59,0.87,ml,25,139,0.0441,0.17,ci,ci37311600,2015-02-02T17:51:23.891Z,"14km SE of Anza, California",earthquake
2015-02-01T17:47:00.260Z,47.3523333,-122.3245,19.89,0.99,md,16,61,0.1136,0.15,uw,uw60952322,2015-02-02T23:38:02.500Z,"3km NNW of Federal Way, Washington",earthquake
2015-02-01T17:40:34.450Z,56.6903,-169.0998,21.18,5.3,mb,,38,0.796,1.14,us,usc000tkrm,2015-02-02T01:56:27.000Z,"87km SE of City of Saint Paul, Alaska",earthquake
2015-02-01T17:39:23.000Z,35.4918333,-118.3041667,2.1,1.54,ml,30,72,0.1409,0.21,ci,ci37311592,2015-02-02T17:52:23.820Z,"20km ESE of Bodfish, California",earthquake
2015-02-01T17:27:23.910Z,38.8375,-122.805,2.36,0.13,md,13,107,0.01148,0.02,nc,nc72390131,2015-02-03T06:08:02.860Z,"7km WNW of Cobb, California",earthquake
2015-02-01T17:15:21.000Z,61.5651,-151.6761,86.6,2.6,ml,,,,0.71,ak,ak11499518,2015-02-02T01:18:17.470Z,"89km WSW of Willow, Alaska",earthquake
2015-02-01T17:01:51.000Z,19.118,-64.5964,49,3.4,Md,9,291.6,0.69709266,0.18,pr,pr15032011,2015-02-02T01:04:21.179Z,"77km N of Road Town, British Virgin Islands",earthquake
2015-02-01T16:57:39.080Z,33.649,-116.7143333,17.2,1.51,ml,52,20,0.06201,0.23,ci,ci37311584,2015-02-02T17:52:30.310Z,"10km S of Idyllwild, California",earthquake
2015-02-01T16:48:08.260Z,36.0776667,-117.8728333,1.87,0.06,ml,9,195,0.1017,0.12,ci,ci37311576,2015-02-03T18:06:40.827Z,"8km ENE of Coso Junction, California",earthquake
2015-02-01T16:32:06.800Z,34.0063333,-117.1918333,17.03,2.43,ml,100,30,0.0609,0.19,ci,ci37311568,2015-02-02T18:45:19.680Z,"6km S of Redlands, California",earthquake
2015-02-01T16:23:09.330Z,34.1308333,-117.3316667,8.33,1.04,ml,37,58,0.07653,0.23,ci,ci37311560,2015-02-03T18:02:07.421Z,"3km SSE of Muscoy, California",earthquake
2015-02-01T16:05:58.400Z,37.7406667,-122.5396667,6.59,1.03,md,18,174,0.07484,0.09,nc,nc72390106,2015-02-03T07:24:01.842Z,"7km WNW of Daly City, California",earthquake
